from,to,departs,arrives
554,1018,2019-07-30T01:50:54.000Z,2019-07-30T01:51:24.000Z
1018,1018,2019-07-30T01:51:24.000Z,2019-07-30T01:51:24.000Z
1018,19,2019-07-30T01:51:24.000Z,2019-07-30T01:52:06.000Z
19,19,2019-07-30T01:52:06.000Z,2019-07-30T01:52:06.000Z
19,555,2019-07-30T01:52:06.000Z,2019-07-30T01:54:30.000Z
555,555,2019-07-30T01:54:30.000Z,2019-07-30T01:54:30.000Z
555,20,2019-07-30T01:54:30.000Z,2019-07-30T01:57:00.000Z
1030,977,2019-07-30T02:06:00.000Z,2019-07-30T02:11:12.000Z
977,977,2019-07-30T02:11:12.000Z,2019-07-30T02:11:12.000Z
977,15,2019-07-30T02:11:12.000Z,2019-07-30T02:13:24.000Z
15,15,2019-07-30T02:13:24.000Z,2019-07-30T02:13:24.000Z
15,551,2019-07-30T02:13:24.000Z,2019-07-30T02:14:37.000Z
551,551,2019-07-30T02:14:37.000Z,2019-07-30T02:14:37.000Z
551,17,2019-07-30T02:14:37.000Z,2019-07-30T02:15:29.000Z
17,17,2019-07-30T02:15:29.000Z,2019-07-30T02:15:29.000Z
17,552,2019-07-30T02:15:29.000Z,2019-07-30T02:16:30.000Z
552,552,2019-07-30T02:16:30.000Z,2019-07-30T02:16:30.000Z
552,553,2019-07-30T02:16:30.000Z,2019-07-30T02:17:22.000Z
553,553,2019-07-30T02:17:22.000Z,2019-07-30T02:17:22.000Z
553,18,2019-07-30T02:17:22.000Z,2019-07-30T02:18:27.000Z
18,18,2019-07-30T02:18:27.000Z,2019-07-30T02:18:27.000Z
18,556,2019-07-30T02:18:27.000Z,2019-07-30T02:19:12.000Z
556,556,2019-07-30T02:19:12.000Z,2019-07-30T02:19:12.000Z
556,1334,2019-07-30T02:19:12.000Z,2019-07-30T02:19:29.000Z
1334,1334,2019-07-30T02:19:29.000Z,2019-07-30T02:19:29.000Z
1334,559,2019-07-30T02:19:29.000Z,2019-07-30T02:20:18.000Z
559,559,2019-07-30T02:20:18.000Z,2019-07-30T02:20:18.000Z
559,554,2019-07-30T02:20:18.000Z,2019-07-30T02:20:54.000Z
554,554,2019-07-30T02:20:54.000Z,2019-07-30T02:20:54.000Z
554,1018,2019-07-30T02:20:54.000Z,2019-07-30T02:21:24.000Z
1018,1018,2019-07-30T02:21:24.000Z,2019-07-30T02:21:24.000Z
1018,19,2019-07-30T02:21:24.000Z,2019-07-30T02:22:06.000Z
19,19,2019-07-30T02:22:06.000Z,2019-07-30T02:22:06.000Z
19,555,2019-07-30T02:22:06.000Z,2019-07-30T02:24:30.000Z
555,555,2019-07-30T02:24:30.000Z,2019-07-30T02:24:30.000Z
555,20,2019-07-30T02:24:30.000Z,2019-07-30T02:27:00.000Z
1030,977,2019-07-30T02:55:00.000Z,2019-07-30T03:00:12.000Z
977,977,2019-07-30T03:00:12.000Z,2019-07-30T03:00:12.000Z
977,15,2019-07-30T03:00:12.000Z,2019-07-30T03:02:24.000Z
15,15,2019-07-30T03:02:24.000Z,2019-07-30T03:02:24.000Z
15,551,2019-07-30T03:02:24.000Z,2019-07-30T03:03:37.000Z
551,551,2019-07-30T03:03:37.000Z,2019-07-30T03:03:37.000Z
551,17,2019-07-30T03:03:37.000Z,2019-07-30T03:04:29.000Z
17,17,2019-07-30T03:04:29.000Z,2019-07-30T03:04:29.000Z
17,552,2019-07-30T03:04:29.000Z,2019-07-30T03:05:30.000Z
552,552,2019-07-30T03:05:30.000Z,2019-07-30T03:05:30.000Z
552,553,2019-07-30T03:05:30.000Z,2019-07-30T03:06:22.000Z
553,553,2019-07-30T03:06:22.000Z,2019-07-30T03:06:22.000Z
553,18,2019-07-30T03:06:22.000Z,2019-07-30T03:07:27.000Z
18,18,2019-07-30T03:07:27.000Z,2019-07-30T03:07:27.000Z
18,556,2019-07-30T03:07:27.000Z,2019-07-30T03:08:12.000Z
556,556,2019-07-30T03:08:12.000Z,2019-07-30T03:08:12.000Z
556,1334,2019-07-30T03:08:12.000Z,2019-07-30T03:08:29.000Z
1334,1334,2019-07-30T03:08:29.000Z,2019-07-30T03:08:29.000Z
1334,559,2019-07-30T03:08:29.000Z,2019-07-30T03:09:18.000Z
559,559,2019-07-30T03:09:18.000Z,2019-07-30T03:09:18.000Z
559,554,2019-07-30T03:09:18.000Z,2019-07-30T03:09:54.000Z
554,554,2019-07-30T03:09:54.000Z,2019-07-30T03:09:54.000Z
554,1018,2019-07-30T03:09:54.000Z,2019-07-30T03:10:24.000Z
1018,1018,2019-07-30T03:10:24.000Z,2019-07-30T03:10:24.000Z
1018,19,2019-07-30T03:10:24.000Z,2019-07-30T03:11:06.000Z
19,19,2019-07-30T03:11:06.000Z,2019-07-30T03:11:06.000Z
19,555,2019-07-30T03:11:06.000Z,2019-07-30T03:13:30.000Z
555,555,2019-07-30T03:13:30.000Z,2019-07-30T03:13:30.000Z
555,20,2019-07-30T03:13:30.000Z,2019-07-30T03:16:00.000Z
1030,977,2019-07-30T03:21:00.000Z,2019-07-30T03:26:12.000Z
977,977,2019-07-30T03:26:12.000Z,2019-07-30T03:26:12.000Z
977,15,2019-07-30T03:26:12.000Z,2019-07-30T03:28:24.000Z
15,15,2019-07-30T03:28:24.000Z,2019-07-30T03:28:24.000Z
15,551,2019-07-30T03:28:24.000Z,2019-07-30T03:29:56.000Z
551,551,2019-07-30T03:29:56.000Z,2019-07-30T03:29:56.000Z
551,17,2019-07-30T03:29:56.000Z,2019-07-30T03:31:02.000Z
17,17,2019-07-30T03:31:02.000Z,2019-07-30T03:31:02.000Z
17,552,2019-07-30T03:31:02.000Z,2019-07-30T03:32:19.000Z
552,552,2019-07-30T03:32:19.000Z,2019-07-30T03:32:19.000Z
552,553,2019-07-30T03:32:19.000Z,2019-07-30T03:33:24.000Z
553,553,2019-07-30T03:33:24.000Z,2019-07-30T03:33:24.000Z
553,18,2019-07-30T03:33:24.000Z,2019-07-30T03:34:46.000Z
18,18,2019-07-30T03:34:46.000Z,2019-07-30T03:34:46.000Z
18,556,2019-07-30T03:34:46.000Z,2019-07-30T03:35:42.000Z
556,556,2019-07-30T03:35:42.000Z,2019-07-30T03:35:42.000Z
556,1334,2019-07-30T03:35:42.000Z,2019-07-30T03:36:05.000Z
1334,1334,2019-07-30T03:36:05.000Z,2019-07-30T03:36:05.000Z
1334,559,2019-07-30T03:36:05.000Z,2019-07-30T03:37:12.000Z
559,559,2019-07-30T03:37:12.000Z,2019-07-30T03:37:12.000Z
559,554,2019-07-30T03:37:12.000Z,2019-07-30T03:37:54.000Z
554,554,2019-07-30T03:37:54.000Z,2019-07-30T03:37:54.000Z
554,1018,2019-07-30T03:37:54.000Z,2019-07-30T03:38:24.000Z
1018,1018,2019-07-30T03:38:24.000Z,2019-07-30T03:38:24.000Z
1018,19,2019-07-30T03:38:24.000Z,2019-07-30T03:39:06.000Z
19,19,2019-07-30T03:39:06.000Z,2019-07-30T03:39:06.000Z
19,555,2019-07-30T03:39:06.000Z,2019-07-30T03:41:30.000Z
555,555,2019-07-30T03:41:30.000Z,2019-07-30T03:41:30.000Z
555,20,2019-07-30T03:41:30.000Z,2019-07-30T03:44:00.000Z
40,1101,2019-07-30T01:38:00.000Z,2019-07-30T01:42:41.000Z
1101,1101,2019-07-30T01:42:41.000Z,2019-07-30T01:42:41.000Z
1101,91,2019-07-30T01:42:41.000Z,2019-07-30T01:42:57.000Z
91,91,2019-07-30T01:42:57.000Z,2019-07-30T01:42:57.000Z
91,340,2019-07-30T01:42:57.000Z,2019-07-30T01:46:48.000Z
340,340,2019-07-30T01:46:48.000Z,2019-07-30T01:46:48.000Z
340,92,2019-07-30T01:46:48.000Z,2019-07-30T01:47:09.000Z
92,92,2019-07-30T01:47:09.000Z,2019-07-30T01:47:09.000Z
92,93,2019-07-30T01:47:09.000Z,2019-07-30T01:49:54.000Z
93,93,2019-07-30T01:49:54.000Z,2019-07-30T01:49:54.000Z
93,1085,2019-07-30T01:49:54.000Z,2019-07-30T01:51:48.000Z
1085,1085,2019-07-30T01:51:48.000Z,2019-07-30T01:51:48.000Z
1085,94,2019-07-30T01:51:48.000Z,2019-07-30T01:53:38.000Z
94,94,2019-07-30T01:53:38.000Z,2019-07-30T01:53:38.000Z
94,95,2019-07-30T01:53:38.000Z,2019-07-30T01:57:09.000Z
95,95,2019-07-30T01:57:09.000Z,2019-07-30T01:57:09.000Z
95,96,2019-07-30T01:57:09.000Z,2019-07-30T02:04:24.000Z
96,96,2019-07-30T02:04:24.000Z,2019-07-30T02:04:24.000Z
96,1280,2019-07-30T02:04:24.000Z,2019-07-30T02:05:14.000Z
1280,1280,2019-07-30T02:05:14.000Z,2019-07-30T02:05:14.000Z
1280,1014,2019-07-30T02:05:14.000Z,2019-07-30T02:06:38.000Z
1014,1014,2019-07-30T02:06:38.000Z,2019-07-30T02:06:38.000Z
1014,100,2019-07-30T02:06:38.000Z,2019-07-30T02:13:00.000Z
40,98998,2019-07-30T02:45:00.000Z,2019-07-30T02:46:20.000Z
98998,98998,2019-07-30T02:46:20.000Z,2019-07-30T02:46:20.000Z
98998,1246,2019-07-30T02:46:20.000Z,2019-07-30T02:46:58.000Z
1246,1246,2019-07-30T02:46:58.000Z,2019-07-30T02:46:58.000Z
1246,42,2019-07-30T02:46:58.000Z,2019-07-30T02:50:58.000Z
42,42,2019-07-30T02:50:58.000Z,2019-07-30T02:50:58.000Z
42,43,2019-07-30T02:50:58.000Z,2019-07-30T02:55:27.000Z
43,43,2019-07-30T02:55:27.000Z,2019-07-30T02:55:27.000Z
43,44,2019-07-30T02:55:27.000Z,2019-07-30T02:59:14.000Z
44,44,2019-07-30T02:59:14.000Z,2019-07-30T02:59:14.000Z
44,622,2019-07-30T02:59:14.000Z,2019-07-30T03:02:51.000Z
622,622,2019-07-30T03:02:51.000Z,2019-07-30T03:02:51.000Z
622,47,2019-07-30T03:02:51.000Z,2019-07-30T03:08:00.000Z
47,622,2019-07-30T14:57:00.000Z,2019-07-30T15:01:29.000Z
622,622,2019-07-30T15:01:29.000Z,2019-07-30T15:01:29.000Z
622,44,2019-07-30T15:01:29.000Z,2019-07-30T15:04:38.000Z
44,44,2019-07-30T15:04:38.000Z,2019-07-30T15:04:38.000Z
44,43,2019-07-30T15:04:38.000Z,2019-07-30T15:07:55.000Z
43,43,2019-07-30T15:07:55.000Z,2019-07-30T15:07:55.000Z
43,42,2019-07-30T15:07:55.000Z,2019-07-30T15:11:49.000Z
42,42,2019-07-30T15:11:49.000Z,2019-07-30T15:11:49.000Z
42,1246,2019-07-30T15:11:49.000Z,2019-07-30T15:15:17.000Z
1246,1246,2019-07-30T15:15:17.000Z,2019-07-30T15:15:17.000Z
1246,98998,2019-07-30T15:15:17.000Z,2019-07-30T15:15:50.000Z
98998,98998,2019-07-30T15:15:50.000Z,2019-07-30T15:15:50.000Z
98998,40,2019-07-30T15:15:50.000Z,2019-07-30T15:17:00.000Z
499,501,2019-07-30T09:16:00.000Z,2019-07-30T09:25:02.000Z
501,501,2019-07-30T09:25:02.000Z,2019-07-30T09:43:02.000Z
501,603,2019-07-30T09:43:02.000Z,2019-07-30T09:46:04.000Z
603,603,2019-07-30T09:46:04.000Z,2019-07-30T09:46:04.000Z
603,502,2019-07-30T09:46:04.000Z,2019-07-30T09:51:03.000Z
502,603,2019-07-30T05:24:00.000Z,2019-07-30T05:28:43.000Z
603,603,2019-07-30T05:28:43.000Z,2019-07-30T05:28:43.000Z
603,501,2019-07-30T05:28:43.000Z,2019-07-30T05:34:25.000Z
501,501,2019-07-30T05:34:25.000Z,2019-07-30T05:34:25.000Z
501,499,2019-07-30T05:34:25.000Z,2019-07-30T05:47:43.000Z
413,415,2019-07-30T09:20:00.000Z,2019-07-30T09:30:30.000Z
415,415,2019-07-30T09:30:30.000Z,2019-07-30T09:36:30.000Z
415,416,2019-07-30T09:36:30.000Z,2019-07-30T09:48:07.000Z
416,416,2019-07-30T09:48:07.000Z,2019-07-30T09:48:07.000Z
416,1268,2019-07-30T09:48:07.000Z,2019-07-30T09:55:10.000Z
1268,1268,2019-07-30T09:55:10.000Z,2019-07-30T09:55:10.000Z
1268,1190,2019-07-30T09:55:10.000Z,2019-07-30T09:57:54.000Z
1190,1190,2019-07-30T09:57:54.000Z,2019-07-30T09:57:54.000Z
1190,882,2019-07-30T09:57:54.000Z,2019-07-30T09:59:43.000Z
882,882,2019-07-30T09:59:43.000Z,2019-07-30T09:59:43.000Z
882,1049,2019-07-30T09:59:43.000Z,2019-07-30T10:01:37.000Z
1049,1049,2019-07-30T10:01:37.000Z,2019-07-30T10:01:37.000Z
1049,420,2019-07-30T10:01:37.000Z,2019-07-30T10:03:38.000Z
390,1090,2019-07-30T09:26:00.000Z,2019-07-30T09:35:47.000Z
1090,1090,2019-07-30T09:35:47.000Z,2019-07-30T09:35:47.000Z
1090,387,2019-07-30T09:35:47.000Z,2019-07-30T09:44:00.000Z
1323,386,2019-07-30T06:29:00.000Z,2019-07-30T06:52:59.000Z
386,386,2019-07-30T06:52:59.000Z,2019-07-30T06:52:59.000Z
386,424,2019-07-30T06:52:59.000Z,2019-07-30T07:06:29.000Z
424,424,2019-07-30T07:06:29.000Z,2019-07-30T07:06:29.000Z
424,423,2019-07-30T07:06:29.000Z,2019-07-30T07:19:16.000Z
423,423,2019-07-30T07:19:16.000Z,2019-07-30T07:19:16.000Z
423,422,2019-07-30T07:19:16.000Z,2019-07-30T07:24:43.000Z
422,422,2019-07-30T07:24:43.000Z,2019-07-30T07:24:43.000Z
422,420,2019-07-30T07:24:43.000Z,2019-07-30T07:31:31.000Z
351,1318,2019-07-30T11:02:00.000Z,2019-07-30T11:03:50.000Z
1318,1318,2019-07-30T11:03:50.000Z,2019-07-30T11:03:50.000Z
1318,360,2019-07-30T11:03:50.000Z,2019-07-30T11:14:47.000Z
360,360,2019-07-30T11:14:47.000Z,2019-07-30T11:14:47.000Z
360,829,2019-07-30T11:14:47.000Z,2019-07-30T11:16:28.000Z
829,829,2019-07-30T11:16:28.000Z,2019-07-30T11:16:28.000Z
829,347,2019-07-30T11:16:28.000Z,2019-07-30T11:20:26.000Z
1195,1351,2019-07-30T20:49:00.000Z,2019-07-30T20:52:51.000Z
1351,1351,2019-07-30T20:52:51.000Z,2019-07-30T20:57:51.000Z
1351,769,2019-07-30T20:57:51.000Z,2019-07-30T21:02:15.000Z
769,769,2019-07-30T21:02:15.000Z,2019-07-30T21:02:15.000Z
769,338,2019-07-30T21:02:15.000Z,2019-07-30T21:09:46.000Z
338,338,2019-07-30T21:09:46.000Z,2019-07-30T21:09:46.000Z
338,1335,2019-07-30T21:09:46.000Z,2019-07-30T21:14:22.000Z
1335,1335,2019-07-30T21:14:22.000Z,2019-07-30T21:14:22.000Z
1335,1041,2019-07-30T21:14:22.000Z,2019-07-30T21:18:02.000Z
1041,1041,2019-07-30T21:18:02.000Z,2019-07-30T21:18:02.000Z
1041,337,2019-07-30T21:18:02.000Z,2019-07-30T21:24:15.000Z
337,337,2019-07-30T21:24:15.000Z,2019-07-30T21:24:15.000Z
337,336,2019-07-30T21:24:15.000Z,2019-07-30T21:28:12.000Z
336,336,2019-07-30T21:28:12.000Z,2019-07-30T21:28:12.000Z
336,335,2019-07-30T21:28:12.000Z,2019-07-30T21:54:48.000Z
335,335,2019-07-30T21:54:48.000Z,2019-07-30T21:55:48.000Z
335,750,2019-07-30T21:55:48.000Z,2019-07-30T22:03:30.000Z
530,536,2019-07-30T02:56:00.000Z,2019-07-30T03:04:00.000Z
536,536,2019-07-30T03:04:00.000Z,2019-07-30T03:04:00.000Z
536,1134,2019-07-30T03:04:00.000Z,2019-07-30T03:16:00.000Z
1134,1134,2019-07-30T03:16:00.000Z,2019-07-30T03:16:00.000Z
1134,1132,2019-07-30T03:16:00.000Z,2019-07-30T03:19:00.000Z
527,535,2019-07-30T04:34:00.000Z,2019-07-30T04:48:54.000Z
535,535,2019-07-30T04:48:54.000Z,2019-07-30T04:48:54.000Z
535,530,2019-07-30T04:48:54.000Z,2019-07-30T04:56:58.000Z
530,530,2019-07-30T04:56:58.000Z,2019-07-30T04:56:58.000Z
530,536,2019-07-30T04:56:58.000Z,2019-07-30T05:02:59.000Z
536,536,2019-07-30T05:02:59.000Z,2019-07-30T05:02:59.000Z
536,1132,2019-07-30T05:02:59.000Z,2019-07-30T05:13:22.000Z
267,268,2019-07-30T11:40:00.000Z,2019-07-30T11:55:20.000Z
268,268,2019-07-30T11:55:20.000Z,2019-07-30T11:55:20.000Z
268,271,2019-07-30T11:55:20.000Z,2019-07-30T12:22:18.000Z
271,271,2019-07-30T12:22:18.000Z,2019-07-30T12:22:18.000Z
271,272,2019-07-30T12:22:18.000Z,2019-07-30T12:53:15.000Z
272,272,2019-07-30T12:53:15.000Z,2019-07-30T12:53:15.000Z
272,1159,2019-07-30T12:53:15.000Z,2019-07-30T13:04:37.000Z
1159,1159,2019-07-30T13:04:37.000Z,2019-07-30T13:04:37.000Z
1159,274,2019-07-30T13:04:37.000Z,2019-07-30T13:28:06.000Z
274,274,2019-07-30T13:28:06.000Z,2019-07-30T13:28:06.000Z
274,280,2019-07-30T13:28:06.000Z,2019-07-30T13:51:01.000Z
165,1310,2019-07-30T03:22:00.000Z,2019-07-30T03:32:17.000Z
1310,1310,2019-07-30T03:32:17.000Z,2019-07-30T03:32:17.000Z
1310,169,2019-07-30T03:32:17.000Z,2019-07-30T03:47:10.000Z
169,169,2019-07-30T03:47:10.000Z,2019-07-30T03:47:10.000Z
169,170,2019-07-30T03:47:10.000Z,2019-07-30T03:56:18.000Z
170,170,2019-07-30T03:56:18.000Z,2019-07-30T03:56:18.000Z
170,1000,2019-07-30T03:56:18.000Z,2019-07-30T04:05:13.000Z
1000,1000,2019-07-30T04:05:13.000Z,2019-07-30T04:15:13.000Z
1000,174,2019-07-30T04:15:13.000Z,2019-07-30T04:23:40.000Z
174,174,2019-07-30T04:23:40.000Z,2019-07-30T04:23:40.000Z
174,176,2019-07-30T04:23:40.000Z,2019-07-30T04:30:57.000Z
176,176,2019-07-30T04:30:57.000Z,2019-07-30T04:30:57.000Z
176,1025,2019-07-30T04:30:57.000Z,2019-07-30T04:35:36.000Z
1025,1025,2019-07-30T04:35:36.000Z,2019-07-30T04:35:36.000Z
1025,178,2019-07-30T04:35:36.000Z,2019-07-30T04:40:51.000Z
178,178,2019-07-30T04:40:51.000Z,2019-07-30T04:43:51.000Z
178,638,2019-07-30T04:43:51.000Z,2019-07-30T04:50:46.000Z
638,638,2019-07-30T04:50:46.000Z,2019-07-30T04:50:46.000Z
638,179,2019-07-30T04:50:46.000Z,2019-07-30T04:55:03.000Z
179,179,2019-07-30T04:55:03.000Z,2019-07-30T04:55:03.000Z
179,181,2019-07-30T04:55:03.000Z,2019-07-30T05:00:33.000Z
181,181,2019-07-30T05:00:33.000Z,2019-07-30T05:00:33.000Z
181,639,2019-07-30T05:00:33.000Z,2019-07-30T05:03:12.000Z
639,639,2019-07-30T05:03:12.000Z,2019-07-30T05:03:12.000Z
639,183,2019-07-30T05:03:12.000Z,2019-07-30T05:07:17.000Z
183,183,2019-07-30T05:07:17.000Z,2019-07-30T05:07:17.000Z
183,160,2019-07-30T05:07:17.000Z,2019-07-30T05:12:00.000Z
240,248,2019-07-30T02:10:00.000Z,2019-07-30T02:30:00.000Z
248,248,2019-07-30T02:30:00.000Z,2019-07-30T02:30:00.000Z
248,249,2019-07-30T02:30:00.000Z,2019-07-30T02:37:00.000Z
249,249,2019-07-30T02:37:00.000Z,2019-07-30T02:37:00.000Z
249,251,2019-07-30T02:37:00.000Z,2019-07-30T02:54:00.000Z
251,251,2019-07-30T02:54:00.000Z,2019-07-30T02:54:00.000Z
251,252,2019-07-30T02:54:00.000Z,2019-07-30T03:02:00.000Z
165,1310,2019-07-30T17:19:00.000Z,2019-07-30T17:29:17.000Z
1310,1310,2019-07-30T17:29:17.000Z,2019-07-30T17:29:17.000Z
1310,169,2019-07-30T17:29:17.000Z,2019-07-30T17:44:10.000Z
169,169,2019-07-30T17:44:10.000Z,2019-07-30T17:44:10.000Z
169,170,2019-07-30T17:44:10.000Z,2019-07-30T17:53:18.000Z
170,170,2019-07-30T17:53:18.000Z,2019-07-30T17:53:18.000Z
170,1000,2019-07-30T17:53:18.000Z,2019-07-30T18:01:13.000Z
1000,1000,2019-07-30T18:01:13.000Z,2019-07-30T18:10:13.000Z
1000,174,2019-07-30T18:10:13.000Z,2019-07-30T18:20:16.000Z
174,174,2019-07-30T18:20:16.000Z,2019-07-30T18:30:16.000Z
174,176,2019-07-30T18:30:16.000Z,2019-07-30T18:41:58.000Z
176,176,2019-07-30T18:41:58.000Z,2019-07-30T18:41:58.000Z
176,1025,2019-07-30T18:41:58.000Z,2019-07-30T18:49:08.000Z
1025,1025,2019-07-30T18:49:08.000Z,2019-07-30T18:49:08.000Z
1025,178,2019-07-30T18:49:08.000Z,2019-07-30T18:55:53.000Z
178,178,2019-07-30T18:55:53.000Z,2019-07-30T18:55:53.000Z
178,638,2019-07-30T18:55:53.000Z,2019-07-30T19:05:20.000Z
638,638,2019-07-30T19:05:20.000Z,2019-07-30T19:05:20.000Z
638,179,2019-07-30T19:05:20.000Z,2019-07-30T19:12:09.000Z
179,179,2019-07-30T19:12:09.000Z,2019-07-30T19:12:09.000Z
179,181,2019-07-30T19:12:09.000Z,2019-07-30T19:21:24.000Z
181,181,2019-07-30T19:21:24.000Z,2019-07-30T19:21:24.000Z
181,639,2019-07-30T19:21:24.000Z,2019-07-30T19:24:16.000Z
639,639,2019-07-30T19:24:16.000Z,2019-07-30T19:24:16.000Z
639,183,2019-07-30T19:24:16.000Z,2019-07-30T19:28:44.000Z
183,183,2019-07-30T19:28:44.000Z,2019-07-30T19:28:44.000Z
183,160,2019-07-30T19:28:44.000Z,2019-07-30T19:33:32.000Z
240,248,2019-07-30T14:25:00.000Z,2019-07-30T14:37:41.000Z
248,248,2019-07-30T14:37:41.000Z,2019-07-30T14:37:41.000Z
248,249,2019-07-30T14:37:41.000Z,2019-07-30T14:42:27.000Z
249,249,2019-07-30T14:42:27.000Z,2019-07-30T14:42:27.000Z
249,251,2019-07-30T14:42:27.000Z,2019-07-30T14:54:23.000Z
251,251,2019-07-30T14:54:23.000Z,2019-07-30T14:54:23.000Z
251,252,2019-07-30T14:54:23.000Z,2019-07-30T15:00:07.000Z
502,603,2019-07-30T19:19:00.000Z,2019-07-30T19:23:32.000Z
603,603,2019-07-30T19:23:32.000Z,2019-07-30T19:23:32.000Z
603,501,2019-07-30T19:23:32.000Z,2019-07-30T19:27:45.000Z
501,501,2019-07-30T19:27:45.000Z,2019-07-30T19:27:45.000Z
501,499,2019-07-30T19:27:45.000Z,2019-07-30T19:36:12.000Z
499,499,2019-07-30T19:36:12.000Z,2019-07-30T19:52:12.000Z
499,1180,2019-07-30T19:52:12.000Z,2019-07-30T19:58:19.000Z
1180,1180,2019-07-30T19:58:19.000Z,2019-07-30T19:58:19.000Z
1180,498,2019-07-30T19:58:19.000Z,2019-07-30T20:02:21.000Z
252,251,2019-07-30T10:20:00.000Z,2019-07-30T10:26:02.000Z
251,251,2019-07-30T10:26:02.000Z,2019-07-30T10:26:02.000Z
251,249,2019-07-30T10:26:02.000Z,2019-07-30T10:38:43.000Z
249,249,2019-07-30T10:38:43.000Z,2019-07-30T10:38:43.000Z
249,248,2019-07-30T10:38:43.000Z,2019-07-30T10:43:47.000Z
248,248,2019-07-30T10:43:47.000Z,2019-07-30T10:43:47.000Z
248,240,2019-07-30T10:43:47.000Z,2019-07-30T10:57:59.000Z
480,1320,2019-07-30T06:38:00.000Z,2019-07-30T06:42:00.000Z
1320,1320,2019-07-30T06:42:00.000Z,2019-07-30T06:42:00.000Z
1320,484,2019-07-30T06:42:00.000Z,2019-07-30T06:46:00.000Z
484,484,2019-07-30T06:46:00.000Z,2019-07-30T06:46:00.000Z
484,1319,2019-07-30T06:46:00.000Z,2019-07-30T06:47:00.000Z
1319,1319,2019-07-30T06:47:00.000Z,2019-07-30T06:47:00.000Z
1319,485,2019-07-30T06:47:00.000Z,2019-07-30T06:53:00.000Z
485,485,2019-07-30T06:53:00.000Z,2019-07-30T06:53:00.000Z
485,944,2019-07-30T06:53:00.000Z,2019-07-30T07:00:00.000Z
944,944,2019-07-30T07:00:00.000Z,2019-07-30T07:00:00.000Z
944,486,2019-07-30T07:00:00.000Z,2019-07-30T07:07:00.000Z
486,486,2019-07-30T07:07:00.000Z,2019-07-30T07:07:00.000Z
486,487,2019-07-30T07:07:00.000Z,2019-07-30T07:16:00.000Z
487,487,2019-07-30T07:16:00.000Z,2019-07-30T07:16:00.000Z
487,1217,2019-07-30T07:16:00.000Z,2019-07-30T07:24:00.000Z
1217,1217,2019-07-30T07:24:00.000Z,2019-07-30T07:28:00.000Z
1217,490,2019-07-30T07:28:00.000Z,2019-07-30T07:34:00.000Z
490,490,2019-07-30T07:34:00.000Z,2019-07-30T07:54:00.000Z
490,1292,2019-07-30T07:54:00.000Z,2019-07-30T08:04:00.000Z
557,1329,2019-07-30T01:31:00.000Z,2019-07-30T01:34:58.000Z
1329,1329,2019-07-30T01:34:58.000Z,2019-07-30T01:35:58.000Z
1329,1130,2019-07-30T01:35:58.000Z,2019-07-30T01:40:01.000Z
1130,1130,2019-07-30T01:40:01.000Z,2019-07-30T01:40:01.000Z
1130,980,2019-07-30T01:40:01.000Z,2019-07-30T01:40:27.000Z
980,980,2019-07-30T01:40:27.000Z,2019-07-30T01:40:27.000Z
980,981,2019-07-30T01:40:27.000Z,2019-07-30T01:42:52.000Z
981,981,2019-07-30T01:42:52.000Z,2019-07-30T01:42:52.000Z
981,534,2019-07-30T01:42:52.000Z,2019-07-30T01:45:21.000Z
534,534,2019-07-30T01:45:21.000Z,2019-07-30T01:45:21.000Z
534,837,2019-07-30T01:45:21.000Z,2019-07-30T01:48:22.000Z
837,837,2019-07-30T01:48:22.000Z,2019-07-30T01:48:22.000Z
837,535,2019-07-30T01:48:22.000Z,2019-07-30T01:50:58.000Z
535,535,2019-07-30T01:50:58.000Z,2019-07-30T01:50:58.000Z
535,530,2019-07-30T01:50:58.000Z,2019-07-30T02:01:47.000Z
530,530,2019-07-30T02:01:47.000Z,2019-07-30T02:01:47.000Z
530,536,2019-07-30T02:01:47.000Z,2019-07-30T02:13:13.000Z
536,536,2019-07-30T02:13:13.000Z,2019-07-30T02:13:13.000Z
536,1132,2019-07-30T02:13:13.000Z,2019-07-30T02:27:41.000Z
492,1292,2019-07-30T13:36:00.000Z,2019-07-30T13:37:38.000Z
1292,1292,2019-07-30T13:37:38.000Z,2019-07-30T13:37:38.000Z
1292,490,2019-07-30T13:37:38.000Z,2019-07-30T13:44:29.000Z
490,490,2019-07-30T13:44:29.000Z,2019-07-30T13:49:29.000Z
490,1217,2019-07-30T13:49:29.000Z,2019-07-30T13:54:44.000Z
1217,1217,2019-07-30T13:54:44.000Z,2019-07-30T13:57:44.000Z
1217,487,2019-07-30T13:57:44.000Z,2019-07-30T14:05:48.000Z
487,487,2019-07-30T14:05:48.000Z,2019-07-30T14:05:48.000Z
487,486,2019-07-30T14:05:48.000Z,2019-07-30T14:13:04.000Z
486,486,2019-07-30T14:13:04.000Z,2019-07-30T14:13:04.000Z
486,944,2019-07-30T14:13:04.000Z,2019-07-30T14:20:12.000Z
944,944,2019-07-30T14:20:12.000Z,2019-07-30T14:20:12.000Z
944,485,2019-07-30T14:20:12.000Z,2019-07-30T14:27:55.000Z
485,485,2019-07-30T14:27:55.000Z,2019-07-30T14:36:55.000Z
485,1319,2019-07-30T14:36:55.000Z,2019-07-30T14:42:24.000Z
1319,1319,2019-07-30T14:42:24.000Z,2019-07-30T14:42:24.000Z
